SeqNo,Date,ActEnergy,ReactEnergy,FPavg,wSpeedAvg,wDirAvg,TambAvg,tOn,tOFF,tAlarm
        823,2023-05-05,     0,     0,    -1,    36,     0,     0,     0,     0,  1440
        824,2023-05-06,     0,     0,    -1,    28,     0,     0,     0,     0,  1440
        825,2023-05-07,     0,     0,    -1,    32,     0,     0,     0,     0,  1440
        826,2023-05-08,     0,     0,    -1,    32,     0,     0,     0,     0,  1440
        827,2023-05-09,     0,     0,    -1,    59,     0,     0,     0,     0,  1440
        828,2023-05-10,     0,     0,    -1,    39,     0,     0,     0,     0,  1440
        829,2023-05-11,     0,     0,    -1,    60,     0,     0,     0,     0,  1440
        830,2023-05-12,     0,     0,    -1,    38,     0,     0,  1251,     0,   690
        831,2023-05-13,     0,     0,    -1,    75,     0,     0,     0,     0,  1440
        832,2023-05-14,     0,     0,    -1,    66,     0,     0,     0,     0,  1440
        833,2023-05-15,     0,     0,    -1,    64,     0,     0,     0,     0,  1440
        834,2023-05-16,     0,     0,    -1,    98,     0,     0,     0,     0,  1440
        835,2023-05-17,     0,     0,    -1,    85,     0,     0,     0,     0,  1440
        836,2023-05-18,     0,     0,    -1,    40,     0,     0,     0,     0,  1440
        837,2023-05-19,     0,     0,    -1,   104,     0,     0,     0,     0,  1440
        838,2023-05-20,     0,     0,    -1,   113,     0,     0,     0,     0,  1440
        839,2023-05-21,     0,     0,    -1,    84,     0,     0,     0,     0,  1440
        840,2023-05-22,     0,     0,    -1,    42,     0,     0,     0,     0,  1440
        841,2023-05-23,     0,     0,    -1,    31,     0,     0,     0,     0,  1440
        842,2023-05-24,     0,     0,    -1,    50,     0,     0,     0,     0,  1440
        843,2023-05-25,     0,     0,    -1,    73,     0,     0,     0,     0,  1440
        844,2023-05-26,     0,     0,    -1,    54,     0,     0,     0,     0,  1440
        845,2023-05-27,     0,     0,    -1,    31,     0,     0,     0,     0,  1440
        846,2023-05-28,     0,     0,    -1,    30,     0,     0,     0,     0,  1440
        847,2023-05-29,     0,     0,    -1,    22,     0,     0,  1249,     0,   561
        848,2023-05-30,     8,     0,    10,    21,     0,     0,  1502,    28,    67
        849,2023-05-31,   325,     0,    -1,    45,     0,     0,  1440,     0,     0
        850,2023-06-01,   190,     0,    -1,    36,     0,     0,  1429,     0,    11
        851,2023-06-02,    96,     0,    10,    30,     0,     0,  1440,     0,     0
        852,2023-06-03,   105,     0,    10,    27,     0,     0,  1440,     0,     0
        853,2023-06-04,   122,     0,    10,    33,     0,     0,  1438,     0,     2
        854,2023-06-05,   749,     0,    -1,    76,     0,     0,  1284,     0,   156
        855,2023-06-06,   276,     0,    27,    45,     0,     0,  1404,     0,    36
        856,2023-06-07,    57,     0,    10,    32,     0,     0,  1440,     0,     0
        857,2023-06-08,   154,     0,    10,    35,     0,     0,  1438,     0,     2
        858,2023-06-09,   258,     0,    80,    39,     0,     0,  1438,     0,     2
        859,2023-06-10,   190,     0,    -1,    38,     0,     0,  1440,     0,     0
        860,2023-06-11,    69,     0,    10,    26,     0,     0,  1429,     0,    11
        861,2023-06-12,    75,     0,    10,    29,     0,     0,  1425,     0,    15
        862,2023-06-13,   172,     0,    10,    35,     0,     0,  1340,    88,    12
        863,2023-06-14,    45,     0,    10,    27,     0,     0,  1420,     0,    20
        864,2023-06-15,    18,     0,    10,    33,     0,     0,   346,     0,  1094
        865,2023-06-16,     0,     0,    -1,    60,     0,     0,     0,     0,  1440
        866,2023-06-17,    29,     0,    10,    59,     0,     0,   207,     1,  1232
        867,2023-06-18,   115,     0,    10,    30,     0,     0,  1440,     0,     0
        868,2023-06-19,   101,     0,    10,    31,     0,     0,  1436,     0,     4
        869,2023-06-20,    27,     0,    10,    23,     0,     0,  1440,     0,     0
        870,2023-06-21,    27,     0,    10,    23,     0,     0,  1440,     0,     0
        871,2023-06-22,     7,     0,    10,    27,     0,     0,  1155,   152,   133
        872,2023-06-23,    33,     0,    10,    22,     0,     0,  1440,     0,     0
        873,2023-06-24,   359,     0,    -1,    46,     0,     0,  1420,     0,    20
        874,2023-06-25,    59,     0,    10,    31,     0,     0,  1440,     0,     0
        875,2023-06-26,   148,     0,    10,    35,     0,     0,  1436,     0,     4
        876,2023-06-27,    45,     0,    10,    27,     0,     0,  1435,     0,     5
        877,2023-06-28,   288,     0,    22,    42,     0,     0,  1422,     0,    18
        878,2023-06-29,    46,     0,    10,    29,     0,     0,  1440,     0,     0
        879,2023-06-30,   193,     0,    -1,    37,     0,     0,  1436,     0,     4
        880,2023-07-01,   381,     0,    32,    47,     0,     0,  1426,     0,    14
        881,2023-07-02,   151,     0,    10,    37,     0,     0,  1440,     0,     0
        882,2023-07-03,   155,     0,    10,    35,     0,     0,  1431,     0,     9
        883,2023-07-04,    47,     0,    10,    28,     0,     0,  1440,     0,     0
        884,2023-07-05,    43,     0,    10,    26,     0,     0,  1440,     0,     0
        885,2023-07-06,    48,     0,    10,    31,     0,     0,  1440,     0,     0
        886,2023-07-07,    67,     0,    10,    28,     0,     0,  1428,     0,    12
        887,2023-07-08,   183,     0,    -1,    34,     0,     0,  1440,     0,     0
        888,2023-07-09,   138,     0,    10,    34,     0,     0,  1435,     0,     5
        889,2023-07-10,    68,     0,    10,    31,     0,     0,  1440,     0,     0
        890,2023-07-11,    70,     0,    10,    32,     0,     0,  1438,     0,     2
        891,2023-07-12,    64,     0,    10,    32,     0,     0,  1434,     0,     6
        892,2023-07-13,   182,     0,    -1,    37,     0,     0,  1440,     0,     0
        893,2023-07-14,   189,     0,    -1,    41,     0,     0,  1440,     0,     0
        894,2023-07-15,   160,     0,    10,    38,     0,     0,  1384,     0,    56
        895,2023-07-16,    48,     0,    10,    31,     0,     0,  1396,     0,    44
        896,2023-07-17,    13,     0,    10,    23,     0,     0,  1020,     0,   420
        897,2023-07-18,    18,     0,    10,    32,     0,     0,  1796,     0,    51
        898,2023-07-19,    20,     0,    10,    43,     0,     0,  1256,   416,    37
        899,2023-07-20,     6,     0,    10,    32,     0,     0,  1592,     3,    46
        900,2023-07-21,   154,     0,    10,    36,     0,     0,  1318,     0,   122
        901,2023-07-22,   235,     0,    -1,    59,     0,     0,   745,     0,   695
        902,2023-07-23,   148,     0,    10,    44,     0,     0,   887,     0,   553
        903,2023-07-24,   165,     0,    10,    55,     0,     0,   699,     0,   741
        904,2023-07-25,    10,     0,    10,    66,     0,     0,  1272,     0,   446
        905,2023-07-26,     0,     0,    -1,    61,     0,     0,     0,     0,  1440
        906,2023-07-27,     0,     0,    -1,    50,     0,     0,     0,     0,  1440
        907,2023-07-28,    60,     0,    10,    52,     0,     0,   789,    92,   559
        908,2023-07-29,    31,     0,    10,    31,     0,     0,   806,     0,   634
        909,2023-07-30,    14,     0,    10,    25,     0,     0,  1440,     0,     0
        910,2023-07-31,   229,     0,    -1,    50,     0,     0,  1068,     0,   372
        911,2023-08-01,   179,     0,    10,    39,     0,     0,  1440,     0,     0
        912,2023-08-02,   124,     0,    10,    42,     0,     0,  1101,     0,   339
        913,2023-08-03,    89,     0,    10,    32,     0,     0,  1440,     0,     0
        914,2023-08-04,   234,     0,    -1,    42,     0,     0,  1365,     0,    75
        915,2023-08-05,   213,     0,    -1,    67,     0,     0,   811,     1,   628
        916,2023-08-06,   222,     0,    -1,    51,     0,     0,  1122,     0,   318
        917,2023-08-07,   118,     0,    10,    35,     0,     0,  1440,     0,     0
        918,2023-08-08,   154,     0,    10,    36,     0,     0,  1440,     0,     0
        919,2023-08-09,    38,     0,    10,    33,     0,     0,  1052,     0,   388
        920,2023-08-10,    37,     0,    10,    28,     0,     0,  1440,     0,     0
        921,2023-08-11,    50,     0,    10,    27,     0,     0,  1438,     0,     2
        922,2023-08-12,    62,     0,    10,    31,     0,     0,  1440,     0,     0
        923,2023-08-13,   143,     0,    10,    36,     0,     0,  1440,     0,     0
        924,2023-08-14,   122,     0,    10,    33,     0,     0,  1328,     0,   112
        925,2023-08-15,    83,     0,    10,    35,     0,     0,  1304,     0,   136
        926,2023-08-16,    74,     0,    10,    32,     0,     0,  1440,     0,     0
        927,2023-08-17,    60,     0,    10,    26,     0,     0,  1440,     0,     0
        928,2023-08-18,    93,     0,    10,    26,     0,     0,  1440,     0,     0
        929,2023-08-19,   117,     0,    10,    31,     0,     0,  1438,     0,     2
        930,2023-08-20,    38,     0,    10,    33,     0,     0,  1235,     0,   205
        931,2023-08-21,   173,     0,    10,    53,     0,     0,   858,     0,   582
        932,2023-08-22,   141,     0,    10,    46,     0,     0,   697,     0,   743
        933,2023-08-23,    65,     0,    10,    33,     0,     0,  1048,     0,   392
        934,2023-08-24,   244,     0,    -1,    40,     0,     0,  1440,     0,     0
        935,2023-08-25,    60,     0,    10,    23,     0,     0,  1440,     0,     0
        936,2023-08-26,    59,     0,    10,    27,     0,     0,  1440,     0,     0
        937,2023-08-27,    62,     0,    10,    54,     0,     0,   849,     0,   591
        938,2023-08-28,   147,     0,    10,    64,     0,     0,   696,     0,   744
        939,2023-08-29,   185,     0,    -1,    72,     0,     0,   460,     0,   980
        940,2023-08-30,    57,     0,    10,    74,     0,     0,   145,     0,  1295
        941,2023-08-31,    55,     0,    10,    34,     0,     0,   493,     0,   947
        942,2023-09-01,    85,     0,    10,    34,     0,     0,  1440,     0,     0
        943,2023-09-02,    28,     0,    10,    27,     0,     0,  1440,     0,     0
        944,2023-09-03,    71,     0,    10,    29,     0,     0,  1440,     0,     0
        945,2023-09-04,    23,     0,    10,    44,     0,     0,   889,     0,   551
        946,2023-09-05,    73,     0,    10,    59,     0,     0,   323,     0,  1117
        947,2023-09-06,    50,     0,    10,    93,     0,     0,    73,     0,  1367
        948,2023-09-07,    34,     0,    10,    83,     0,     0,    74,     0,  1366
        949,2023-09-08,   174,     0,    10,    59,     0,     0,   750,     0,   690
        950,2023-09-09,    49,     0,    10,    29,     0,     0,  1440,     0,     0
        951,2023-09-10,    59,     0,    10,    29,     0,     0,  1440,     0,     0
        952,2023-09-11,    71,     0,    10,    29,     0,     0,  1440,     0,     0
        953,2023-09-12,    68,     0,    10,    26,     0,     0,  1440,     0,     0
        954,2023-09-13,    56,     0,    10,    26,     0,     0,  1440,     0,     0
        955,2023-09-14,   107,     0,    10,    33,     0,     0,  1397,     0,    43
        956,2023-09-15,    63,     0,    10,    22,     0,     0,  1437,     0,     3
        957,2023-09-16,    51,     0,    10,    23,     0,     0,  1251,     0,   189
        958,2023-09-17,    41,     0,    10,    27,     0,     0,  1436,     0,     4
        959,2023-09-18,    85,     0,    10,    30,     0,     0,  1436,     0,     4
        960,2023-09-19,    53,     0,    10,    32,     0,     0,  1040,     0,   400
        961,2023-09-20,    89,     0,    10,    26,     0,     0,  1436,     0,     4
        962,2023-09-21,   199,     0,    -1,    53,     0,     0,  1013,     0,   427
        963,2023-09-22,   258,     0,    80,    62,     0,     0,   756,     0,   684
        964,2023-09-23,   131,     0,    10,    80,     0,     0,   259,     0,  1181
        965,2023-09-24,   180,     0,    10,    48,     0,     0,   968,     0,   472
        966,2023-09-25,   174,     0,    10,    34,     0,     0,  1438,     0,     2
        967,2023-09-26,   170,     0,    10,    49,     0,     0,  1102,     0,   338
        968,2023-09-27,   505,     0,    -1,    51,     0,     0,  1878,     0,    31
        969,2023-09-28,    81,     0,    10,    26,     0,     0,  1440,     0,     0
        970,2023-09-29,   101,     0,    10,    31,     0,     0,  1440,     0,     0
        971,2023-09-30,    74,     0,    10,    32,     0,     0,  1438,     0,     2
        972,2023-10-01,    17,     0,    10,    21,     0,     0,  1440,     0,     0
        973,2023-10-02,    15,     0,    10,    24,     0,     0,  1440,     0,     0
        974,2023-10-03,    67,     0,    10,    27,     0,     0,  1440,     0,     0
        975,2023-10-04,    16,     0,    10,    21,     0,     0,  1440,     0,     0
        976,2023-10-05,    16,     0,    10,    20,     0,     0,  1438,     0,     2
        977,2023-10-06,    46,     0,    10,    23,     0,     0,  1435,     0,     5
        978,2023-10-07,    53,     0,    10,    31,     0,     0,  1438,     0,     2
        979,2023-10-08,    19,     0,    10,    24,     0,     0,  1436,     0,     4
        980,2023-10-09,    72,     0,    10,    27,     0,     0,  1440,     0,     0
        981,2023-10-10,    92,     0,    10,    29,     0,     0,  1440,     0,     0
        982,2023-10-11,    79,     0,    10,    32,     0,     0,  1440,     0,     0
        983,2023-10-12,    26,     0,    10,    24,     0,     0,  1440,     0,     0
        984,2023-10-13,     3,     0,    10,    21,     0,     0,  1117,   315,     8
        985,2023-10-14,    35,     0,    10,    23,     0,     0,  1440,     0,     0
        986,2023-10-15,   332,     0,    -1,    45,     0,     0,  1440,     0,     0
        987,2023-10-16,   274,     0,    28,    40,     0,     0,  1440,     0,     0
        988,2023-10-17,   224,     0,    -1,    48,     0,     0,  1260,     1,   397
        989,2023-10-18,    17,     0,    10,    31,     0,     0,  1783,    14,    34
        990,2023-10-19,   369,     0,    52,    44,     0,     0,  1440,     0,     0
        991,2023-10-21,   312,     0,    17,    79,     0,     0,  1496,     1,    33
        992,2023-10-22,    33,     0,    10,    28,     0,     0,  1249,     0,   770
        993,2023-10-26,     0,     0,    -1,    37,     0,     0,  1249,     0,   757
        994,2023-10-27,     0,     0,    -1,    81,     0,     0,     0,     0,  1440
        995,2023-10-28,     0,     0,    -1,    50,     0,     0,     0,     0,  1440
        996,2023-10-29,     0,     0,    -1,    45,     0,     0,     0,     0,  1500
        997,2023-10-30,     0,     0,    -1,    41,     0,     0,     0,     0,  1440
        998,2023-10-31,     0,     0,    -1,    52,     0,     0,     0,     0,  1440
        999,2023-11-01,     0,     0,    -1,    52,     0,     0,     0,     0,  1440
       1000,2023-11-02,     0,     0,    -1,    72,     0,     0,     0,     0,  1440
       1001,2023-11-03,     4,     0,    10,    83,     0,     0,  1269,   387,    35
       1002,2023-11-04,   318,     0,    -1,    68,     0,     0,   677,   763,     0
       1003,2023-11-05,   433,     0,    -1,    68,     0,     0,  1818,     1,    30
       1004,2023-11-06,   324,     0,    -1,    45,     0,     0,  1440,     0,     0
       1005,2023-11-07,    71,     0,    10,    27,     0,     0,  1440,     0,     0
       1006,2023-11-08,    69,     0,    10,    29,     0,     0,  1440,     0,     0
       1007,2023-11-09,    76,     0,    10,    30,     0,     0,  1436,     0,     4
       1008,2023-11-10,   508,     0,    -1,    53,     0,     0,  1432,     0,     8
       1009,2023-11-11,   365,     0,    79,    57,     0,     0,  1133,     0,   307
       1010,2023-11-12,   973,     0,    57,    74,     0,     0,  1428,     0,    12
       1011,2023-11-13,   396,     0,    25,    49,     0,     0,  1437,     0,     3
       1012,2023-11-17,   725,     0,   198,    55,     0,     0,  2112,     1,   104
       1013,2023-11-18,   560,     0,    -1,    52,     0,     0,  1440,     0,     0
       1014,2023-11-19,   283,     0,    23,    41,     0,     0,  1440,     0,     0
       1015,2023-11-20,   695,     0,    45,    56,     0,     0,  1440,     0,     0
       1016,2023-11-21,   964,     0,    89,    67,     0,     0,  1436,     0,     4
       1017,2023-11-22,   410,     0,    -1,    45,     0,     0,  1438,     0,     2
       1018,2023-11-23,   372,     0,    44,    32,     0,     0,   660,     0,   780
       1019,2023-11-24,     0,     0,    -1,     3,     0,     0,     0,     0,  1440
       1020,2023-11-25,   113,     0,    10,    82,     0,     0,   184,   748,   508
       1021,2023-11-26,   346,     0,    -1,    44,     0,     0,  1440,     0,     0
       1022,2023-11-27,   583,     0,    53,    54,     0,     0,  1438,     0,     2
       1023,2023-11-28,   901,     0,    57,    91,     0,     0,  1357,     0,    83
       1024,2023-11-29,   175,     0,    10,    20,     0,     0,   463,     0,   977
       1025,2023-11-30,   639,     0,    52,    56,     0,     0,   737,     0,   703
       1026,2023-12-01,  1146,     0,   225,   105,     0,     0,  1391,     0,    49
       1027,2023-12-02,   626,     0,    -1,    72,     0,     0,  1434,     0,     6
       1028,2023-12-03,   193,     0,    -1,    37,     0,     0,  1440,     0,     0
       1029,2023-12-04,   359,     0,    -1,    39,     0,     0,  1438,     0,     2
       1030,2023-12-05,   507,     0,    -1,    51,     0,     0,  1440,     0,     0
       1031,2023-12-06,   232,     0,    -1,    40,     0,     0,  1440,     0,     0
       1032,2023-12-07,   514,     0,   113,    50,     0,     0,  1440,     0,     0
       1033,2023-12-08,    86,     0,    10,    30,     0,     0,  1440,     0,     0
       1034,2023-12-09,   742,     0,    46,    78,     0,     0,  1407,     0,    33
       1035,2023-12-10,   403,     0,    23,    46,     0,     0,  1438,     0,     2
       1036,2023-12-11,   611,     0,    -1,    50,     0,     0,  1438,     0,     2
       1037,2023-12-12,   923,     0,    -1,    66,     0,     0,  1438,     0,     2
       1038,2023-12-13,   739,     0,    50,    59,     0,     0,  1440,     0,     0
       1039,2023-12-14,   375,     0,    38,    46,     0,     0,  1440,     0,     0
       1040,2023-12-15,   140,     0,    10,    34,     0,     0,  1440,     0,     0
       1041,2023-12-16,   203,     0,    -1,    36,     0,     0,  1436,     0,     4
       1042,2023-12-17,  1049,     0,    -1,   102,     0,     0,  1404,     0,    36
       1043,2023-12-18,  1238,     0,    78,    84,     0,     0,  1440,     0,     0
       1044,2023-12-19,   593,     0,    38,    55,     0,     0,  1438,     0,     2
       1045,2023-12-20,    95,     0,    10,    31,     0,     0,  1440,     0,     0
       1046,2023-12-21,   108,     0,    10,    30,     0,     0,  1440,     0,     0
       1047,2023-12-22,   736,     0,    56,    58,     0,     0,  2058,     0,    41
       1048,2023-12-23,   312,     0,    17,    42,     0,     0,  1440,     0,     0
       1049,2023-12-24,   303,     0,    19,    41,     0,     0,  1324,   116,     0
       1050,2023-12-25,    83,     0,    10,    27,     0,     0,  1440,     0,     0
       1051,2023-12-26,    17,     0,    10,    19,     0,     0,  1440,     0,     0
       1052,2023-12-27,    31,     0,    10,    23,     0,     0,  1438,     0,     2
       1053,2023-12-28,    58,     0,    10,    28,     0,     0,  1440,     0,     0
       1054,2023-12-29,    20,     0,    10,    23,     0,     0,  1440,     0,     0
       1055,2023-12-30,   149,     0,    10,    37,     0,     0,  1440,     0,     0
       1056,2023-12-31,    25,     0,    10,    25,     0,     0,  1438,     0,     2
       1057,2024-01-01,   473,     0,    29,    49,     0,     0,  1438,     0,     2
       1058,2024-01-02,   204,     0,    -1,    38,     0,     0,  1440,     0,     0
       1059,2024-01-03,   851,     0,   148,    75,     0,     0,  1416,     0,    24
       1060,2024-01-04,   790,     0,    -1,    64,     0,     0,  1437,     0,     3
       1061,2024-01-05,   680,     0,   113,    56,     0,     0,  1436,     0,     4
       1062,2024-01-06,   778,     0,    63,    94,     0,     0,  1376,     0,    64
       1063,2024-01-07,   830,     0,    -1,   119,     0,     0,  1313,     0,   127
       1064,2024-01-08,   900,     0,    59,    90,     0,     0,  1378,     0,    62
       1065,2024-01-09,   270,     0,    31,    35,     0,     0,  1440,     0,     0
       1066,2024-01-10,    17,     0,    10,    17,     0,     0,  1440,     0,     0
       1067,2024-01-11,   166,     0,    10,    35,     0,     0,  1881,     1,    75
       1068,2024-01-12,    66,     0,    10,    27,     0,     0,  1576,     0,   235
       1069,2024-01-13,   361,     0,    -1,    43,     0,     0,  1440,     0,     0
       1070,2024-01-14,   452,     0,    52,    48,     0,     0,  1440,     0,     0
       1071,2024-01-15,   994,     0,   141,    85,     0,     0,  1403,     0,    37
       1072,2024-01-16,   605,     0,    -1,    53,     0,     0,  1438,     0,     2
       1073,2024-01-17,   615,     0,    -1,    80,     0,     0,   888,   398,   154
       1074,2024-01-18,     0,     0,    -1,    87,     0,     0,   137,   896,   407
       1075,2024-01-19,   276,     0,    27,    81,     0,     0,  1854,     0,    36
       1076,2024-01-20,   100,     0,    10,    47,     0,     0,   865,   543,    32
       1077,2024-01-21,     1,     0,    10,    36,     0,     0,   519,   730,   191
       1078,2024-01-22,    41,     0,    10,    25,     0,     0,  1680,     1,   165
       1079,2024-01-23,   350,     0,    -1,    42,     0,     0,  1440,     0,     0
       1080,2024-01-24,   268,     0,    34,    39,     0,     0,  1440,     0,     0
       1081,2024-01-25,   444,     0,   193,    47,     0,     0,  1438,     0,     2
       1082,2024-01-26,   305,     0,    18,    40,     0,     0,  1440,     0,     0
       1083,2024-01-27,   300,     0,    19,    40,     0,     0,  1440,     0,     0
       1084,2024-01-28,   140,     0,    10,    37,     0,     0,  1438,     0,     2
       1085,2024-01-29,    13,     0,    10,    22,     0,     0,  1440,     0,     0
       1086,2024-01-30,    45,     0,    10,    30,     0,     0,  1440,     0,     0
       1087,2024-01-31,    64,     0,    10,    27,     0,     0,  1440,     0,     0
       1088,2024-02-01,    52,     0,    10,    27,     0,     0,  1440,     0,     0
       1089,2024-02-02,    90,     0,    10,    31,     0,     0,  1440,     0,     0
       1090,2024-02-03,    27,     0,    10,    27,     0,     0,  1440,     0,     0
       1091,2024-02-04,   139,     0,    10,    34,     0,     0,  1440,     0,     0
       1092,2024-02-05,   130,     0,    10,    34,     0,     0,  1438,     0,     2
       1093,2024-02-06,   433,     0,    -1,    48,     0,     0,  1440,     0,     0
       1094,2024-02-07,   360,     0,    -1,    45,     0,     0,  1440,     0,     0
       1095,2024-02-08,   748,     0,    -1,    58,     0,     0,  1440,     0,     0
       1096,2024-02-09,  1106,     0,    -1,    93,     0,     0,  1433,     0,     7
       1097,2024-02-10,   984,     0,    -1,   132,     0,     0,  1391,     0,    49
       1098,2024-02-11,   962,     0,   108,    80,     0,     0,  1408,     0,    32
       1099,2024-02-12,   766,     0,    -1,    62,     0,     0,  1438,     0,     2
       1100,2024-02-13,   435,     0,    -1,    47,     0,     0,  1440,     0,     0
       1101,2024-02-14,   480,     0,    -1,    50,     0,     0,  1438,     0,     2
       1102,2024-02-15,   113,     0,    10,    30,     0,     0,  1440,     0,     0
       1103,2024-02-16,    33,     0,    10,    23,     0,     0,  1440,     0,     0
       1104,2024-02-17,    27,     0,    10,    24,     0,     0,  1440,     0,     0
       1105,2024-02-18,   163,     0,    10,    36,     0,     0,  1440,     0,     0
       1106,2024-02-19,   341,     0,    -1,    43,     0,     0,  1438,     0,     2
       1107,2024-02-20,   397,     0,    24,    49,     0,     0,  1249,     0,   164
       1108,2024-02-21,   742,     0,    46,   111,     0,     0,   999,   340,   101
       1109,2024-02-22,   366,     0,    68,    44,     0,     0,  1440,     0,     0
       1110,2024-02-23,  1014,     0,    -1,    85,     0,     0,  1427,     0,    13
       1111,2024-02-24,  1050,     0,    -1,    85,     0,     0,  1428,     0,    12
       1112,2024-02-25,   759,     0,    -1,    76,     0,     0,  1425,     0,    15
       1113,2024-02-26,   507,     0,    -1,    50,     0,     0,  1440,     0,     0
       1114,2024-02-27,   549,     0,    -1,    52,     0,     0,  1437,     0,     3
       1115,2024-02-28,   772,     0,    98,    87,     0,     0,  1420,     0,    20
       1116,2024-02-29,   340,     0,    -1,    41,     0,     0,  1440,     0,     0
       1117,2024-03-01,   347,     0,    -1,    41,     0,     0,  1438,     0,     2
       1118,2024-03-02,   626,     0,    -1,    56,     0,     0,  1438,     0,     2
       1119,2024-03-03,   962,     0,   108,    69,     0,     0,  1434,     0,     6
       1120,2024-03-04,   482,     0,    -1,    79,     0,     0,   812,   591,    37
       1121,2024-03-05,     0,     0,    -1,    71,     0,     0,     0,  1434,     6
       1122,2024-03-06,   152,     0,    10,    62,     0,     0,   546,   876,    18
       1123,2024-03-07,   730,     0,    79,    59,     0,     0,  1438,     0,     2
       1124,2024-03-08,   365,     0,    79,    39,     0,     0,  1438,     0,     2
       1125,2024-03-09,   644,     0,    44,    54,     0,     0,  1321,   117,     2
       1126,2024-03-10,   560,     0,    -1,   105,     0,     0,  1088,   241,   111
       1127,2024-03-11,    96,     0,    10,    82,     0,     0,   277,   482,   681
       1128,2024-03-12,     0,     0,    -1,    85,     0,     0,     0,     0,  1440
       1129,2024-03-13,     0,     0,    -1,    49,     0,     0,     0,     0,  1440
       1130,2024-03-14,     0,     0,    -1,    27,     0,     0,     0,     0,  1440
       1131,2024-03-15,     0,     0,    -1,    35,     0,     0,     0,     0,  1440
       1132,2024-03-16,     0,     0,    -1,    31,     0,     0,     0,     0,  1440
       1133,2024-03-17,     0,     0,    -1,    31,     0,     0,     0,     0,  1440
       1134,2024-03-18,     0,     0,    -1,    51,     0,     0,     0,     0,  1440
       1135,2024-03-19,     0,     0,    -1,    54,     0,     0,     0,     0,  1440
       1136,2024-03-20,     0,     0,    -1,    40,     0,     0,     0,     0,  1440
       1137,2024-03-21,     0,     0,    -1,    53,     0,     0,     0,     0,  1440
       1138,2024-03-22,     0,     0,    -1,    43,     0,     0,     0,     0,  1440
       1139,2024-03-23,     0,     0,    -1,    53,     0,     0,     0,     0,  1440
       1140,2024-03-24,     0,     0,    -1,   101,     0,     0,     0,     0,  1440
       1141,2024-03-25,     0,     0,    -1,    55,     0,     0,     0,     0,  1440
       1142,2024-03-26,     0,     0,    -1,    84,     0,     0,     0,     0,  1440
       1143,2024-03-27,     0,     0,    -1,    97,     0,     0,     0,     0,  1440
       1144,2024-03-28,     0,     0,    -1,    93,     0,     0,     0,     0,  1440
       1145,2024-03-29,     0,     0,    -1,    54,     0,     0,     0,     0,  1440
       1146,2024-03-30,     0,     0,    -1,    53,     0,     0,     0,     0,  1440
       1147,2024-03-31,     0,     0,    -1,    42,     0,     0,     0,     0,  1380
       1148,2024-04-01,     0,     0,    -1,    74,     0,     0,     0,     0,  1440
       1149,2024-04-02,     0,     0,    -1,    40,     0,     0,     0,     0,  1440
       1150,2024-04-03,     0,     0,    -1,    32,     0,     0,     0,     0,  1440
       1151,2024-04-04,     0,     0,    -1,    33,     0,     0,     0,     0,  1440
       1152,2024-04-05,     0,     0,    -1,    32,     0,     0,     0,     0,  1440
       1153,2024-04-06,     0,     0,    -1,    25,     0,     0,     0,     0,  1440
       1154,2024-04-07,     0,     0,    -1,    24,     0,     0,     0,     0,  1440
       1155,2024-04-08,     0,     0,    -1,    56,     0,     0,     0,     0,  1440
       1156,2024-04-09,     0,     0,    -1,    45,     0,     0,     0,     0,  1440
       1157,2024-04-10,     0,     0,    -1,    49,     0,     0,     0,     0,  1440
       1158,2024-04-11,     0,     0,    -1,    39,     0,     0,     0,     0,  1440
       1159,2024-04-12,     0,     0,    -1,    93,     0,     0,     0,     0,  1440
       1160,2024-04-13,     0,     0,    -1,    97,     0,     0,     0,     0,  1440
       1161,2024-04-14,     0,     0,    -1,    75,     0,     0,     0,     0,  1440
       1162,2024-04-15,     0,     0,    -1,    66,     0,     0,     0,     0,  1440
       1163,2024-04-16,     0,     0,    -1,    81,     0,     0,  1249,     0,   189
       1164,2024-04-17,     0,     0,    -1,    82,     0,     0,  1249,     0,  1449
       1165,2024-04-18,     0,     0,    -1,    67,     0,     0,     0,     0,  1440
       1166,2024-04-19,     0,     0,    -1,    92,     0,     0,     0,     0,  1440
       1167,2024-04-20,     0,     0,    -1,    77,     0,     0,     0,     0,  1440
       1168,2024-04-21,     0,     0,    -1,    57,     0,     0,     0,     0,  1440
       1169,2024-04-22,     0,     0,    -1,    94,     0,     0,     0,     0,  1440
       1170,2024-04-23,     0,     0,    -1,    63,     0,     0,     0,     0,  1440
       1171,2024-04-24,     0,     0,    -1,    55,     0,     0,  1249,     0,   601
       1172,2024-04-25,     0,     0,    -1,    65,     0,     0,     0,     0,  1440
       1173,2024-04-26,     0,     0,    -1,    38,     0,     0,     0,     0,  1440
       1174,2024-04-27,     0,     0,    -1,    60,     0,     0,     0,     0,  1440
       1175,2024-04-28,     0,     0,    -1,   105,     0,     0,     0,     0,  1440
       1176,2024-04-29,     0,     0,    -1,    98,     0,     0,     0,     0,  1440
       1177,2024-04-30,     0,     0,    -1,    80,     0,     0,     0,     0,  1440
       1178,2024-05-01,     0,     0,    -1,    59,     0,     0,     0,     0,  1440
       1179,2024-05-02,     0,     0,    -1,    61,     0,     0,     0,     0,  1440
       1180,2024-05-03,   112,     0,    10,    56,     0,     0,  1722,    38,    30
